DISTRICT,District Code,Facility Code,Facility Name,ZONE,FACTYPE,MGA,FTYPE,LATITUDE,LONGITUDE,,
Nkhotakota,KK,1108,Mtosa Health Centre,Central East,Health Centre,Government/public,Rural,-13.43876,34.27365,,
Nkhotakota,KK,1109,Mwansambo Health Centre,Central East,Health Centre,Government/public,Rural,-13.30698,34.11877,,
Nkhotakota,KK,1110,Ngala Health Centre,Central East,Health Centre,Government/public,Rural,-12.36529,34.06552,,
Nkhotakota,KK,1112,Nkhunga Health Centre,Central East,Health Centre,Government/public,Rural,-12.48023,34.10842,,
Nkhotakota,KK,1121,Kaongozi Dispensary,Central East,Dispensary,Government/public,Rural,-12.43665,34.04998,,
Nkhotakota,KK,1113,Alinafe Community Hospital,Central East,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-13.38789,34.24292,,
Nkhotakota,KK,1115,St. Annes Hospital,Central East,Other Hospital,Christian Health Association of Malawi (CHAM),Urban,-12.92747,34.29554,,
Nkhotakota,KK,1103,Chididi Health Centre,Central East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.08573,34.31474,,
Nkhotakota,KK,1105,Kapili Health Centre,Central East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.21616,34.31136,,
Nkhotakota,KK,1122,Kasitu Health Centre,Central East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-12.30938,34.0343,,
Nkhotakota,KK,1106,Liwaladzi Health Centre,Central East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-12.62054,34.16538,,
Nkhotakota,KK,1123,"Kamanga, Lester P, Hossana Pri",Central East,Clinic,Private for profit,Urban,-12.92861,34.28305,,
Nkhotakota,KK,1124,"Mkoko, Arthur B, Chisomo Priva",Central East,Clinic,Private for profit,Rural,-12.50588,34.11234,,
Nkhotakota,KK,1125,Nyamvuu Clinic,Central East,Clinic,Company,Rural,-12.47912,34.13604,,
Nkhotakota,KK,1126,Ukasi Clinic,Central East,Clinic,Company,Rural,-12.52926,34.16337,,
Nkhotakota,KK,1127,Dwangwa BLM,Central East,Clinic,NGO,Urban,-12.50975,34.1121,,
Nkhotakota,KK,1128,NASO (Nkhotakota Aids Support,Central East,Clinic,NGO,Urban,-12.92739,34.28465,,
Nkhotakota,KK,1129,Nkhotakota BLM,Central East,Clinic,NGO,Urban,-12.92429,34.28346,,
Nkhotakota,KK,1122,World Medical Fund,Central East,Clinic,NGO,Urban,-12.91536,34.28338,,
Nkhotakota,KK,1118,Matiki Health Centre,Central East,Health Centre,Company,Urban,-12.49874,34.15464,,
Nkhotakota,KK,1120,Dwangwa Cane Grower Ltd Clinic,Central East,Clinic,Company,Rural,-12.52114,34.1191,,
Nkhotakota,KK,1130,Central 3 Clinic,Central East,Clinic,Company,Urban,-12.5033,34.1308,,
Nkhotakota,KK,1131,Kasasa Clinic,Central East,Clinic,Company,Urban,-12.53753,34.11818,,
,,,,,,,,,,,
Ntchisi,NS,1210,Ntchisi District Hospital,Central East,District Hospital,Government/public,Urban,-13.36345,33.91061,,
Ntchisi,NS,1201,Chinguluwe Health Centre,Central East,Health Centre,Government/public,Rural,-13.26166,33.86851,,
Ntchisi,NS,1203,Kamsonga Health Centre,Central East,Health Centre,Government/public,Rural,-13.27411,33.79949,,
Ntchisi,NS,1204,Kangolwa Health centre,Central East,Health Centre,Government/public,Rural,-13.37046,34.07048,,
Ntchisi,NS,1205,Khuwi Health Centre,Central East,Health Centre,Government/public,Rural,-13.43192,33.83367,,
Ntchisi,NS,1206,Malomo Health Centre,Central East,Health Centre,Government/public,Rural,-13.14861,33.83927,,
Ntchisi,NS,1207,Mkhuzi Health Centre,Central East,Health Centre,Government/public,Rural,-13.36646,33.77662,,
Ntchisi,NS,1213,Mndinda Health Centre,Central East,Health Centre,Government/public,Rural,-13.2474,34.05675,,
Ntchisi,NS,1209,Mzandu Health Centre,Central East,Health Centre,Government/public,Rural,-13.48916,34.02738,,
Ntchisi,NS,1211,Nthondo Health Centre,Central East,Health Centre,Government/public,Rural,-13.24723,34.00699,,
Ntchisi,NS,1202,Chinthembwe Health Centre,Central East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.43326,33.97527,,
Ntchisi,NS,1214,Malambo Health Centre,Central East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.21307,33.76244,,
Ntchisi,NS,1215,Asimec Clinic,Central East,Clinic,Private for profit,Urban,-13.3587,33.91619,,
Ntchisi,NS,1216,Fancy Private Clinic,Central East,Clinic,Private for profit,Rural,-13.35325,33.9191,,
,,,,,,,,,,,
Dowa,DA,1307,Dowa District Hospital,Central East,District Hospital,Government/public,Urban,-13.65432,33.93625,,
Dowa,DA,1313,Mponela Rural Hospital,Central East,Rural/Community Hospital,Government/public,Rural,-13.53264,33.73713,,
Dowa,DA,1301,Bowe Health Centre,Central East,Health Centre,Government/public,Rural,-13.27878,33.68392,,
Dowa,DA,1302,Chakhaza Health Centre,Central East,Health Centre,Government/public,Rural,-13.44421,33.64676,,
Dowa,DA,1303,Chankhungu Health Centre,Central East,Health Centre,Government/public,Rural,-13.76492,34.01471,,
Dowa,DA,1305,Chinkhwiri Health Centre,Central East,Health Centre,Government/public,Rural,-13.38557,33.72106,,
Dowa,DA,1306,Chisepo Health Centre,Central East,Health Centre,Government/public,Rural,-13.63492,33.47017,,
Dowa,DA,1321,Chizolowondo Health Centre,Central East,Health Centre,Government/public,Rural,-13.46336,33.51328,,
Dowa,DA,1308,Dzaleka Health Centre,Central East,Health Centre,Government/public,Rural,-13.66168,33.87042,,
Dowa,DA,1309,Dzoole Health Centre,Central East,Health Centre,Government/public,Rural,-13.58537,33.66156,,
Dowa,DA,1310,Kayembe Health Centre,Central East,Health Centre,Government/public,Rural,-13.64256,33.58301,,
Dowa,DA,1312,Mbingwa Health Centre,Central East,Health Centre,Government/public,Rural,-13.54425,33.51485,,
Dowa,DA,1314,Msakambewa Health Centre,Central East,Health Centre,Government/public,Rural,-13.55296,33.89719,,
Dowa,DA,1316,Mvera Army Health Centre,Central East,Health Centre,Government/public,Rural,-13.77963,34.1398,,
Dowa,DA,1318,Mwangala Health Centre,Central East,Health Centre,Government/public,Rural,-13.48744,33.9234,,
Dowa,DA,1319,Nalunga Health Centre,Central East,Health Centre,Government/public,Rural,-13.64378,34.0567,,
Dowa,DA,1320,Thonje Health Centre,Central East,Health Centre,Government/public,Rural,-13.72624,34.23725,,
Dowa,DA,1311,Madisi Mission Hospital,Central East,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-13.40712,33.60813,,
Dowa,DA,1315,Mthengathenga Hospital,Central East,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-13.67165,33.77623,,
Dowa,DA,1317,Mvera Mission Health Centre,Central East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.73673,34.12876,,
Dowa,DA,1323,St. Mary's Rehabilitation Heal,Central East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.7252,34.03707,,
Dowa,DA,1324,Kasese/Lifeline Malawi Health,Central East,Health Centre,Private for profit,Rural,-13.33338,33.57629,,
Dowa,DA,1325,Dalitso Private Clinic,Central East,Clinic,Private for profit,Urban,-13.42237,33.60932,,
Dowa,DA,1322,"Kanyika, Mwakalinga M. Alinafe",Central East,Clinic,Private for profit,Urban,-13.54849,33.7421,,
Dowa,DA,1326,Mamoyo Private Clinic,Central East,Clinic,Private for profit,Rural,-13.53532,33.73979,,
Dowa,DA,1327,Towoo's Private Clinic,Central East,Clinic,Private for profit,Rural,-13.70579,33.60186,,
Dowa,DA,1328,MBA-Esita Private Clinic,Central East,Clinic,Private for profit,Rural,-13.28282,33.68994,,
Dowa,DA,1329,BLM Mponela Clinic,Central East,Clinic,NGO,Urban,-13.53197,33.73802,,
Dowa,DA,1330,Family Planning Association of,Central East,Clinic,NGO,Urban,-13.65834,33.93289,,
,,,,,,,,,,,
Salima,SA,1415,Salima District Hospital,Central East,District Hospital,Government/public,Urban,-13.76214,34.42199,,
Salima,SA,1422,Chagunda Health Centre,Central East,Health Centre,Government/public,Rural,-13.88028,34.36721,,
Salima,SA,1401,Chinguluwe Health Centre,Central East,Health Centre,Government/public,Rural,-13.66454,34.38503,,
Salima,SA,1402,Chipoka Health Centre,Central East,Health Centre,Government/public,Rural,-13.98973,34.51545,,
Salima,SA,1406,Khombedza Health Centre,Central East,Health Centre,Government/public,Rural,-13.59695,34.31111,,
Salima,SA,1407,Lifuwu Health Centre,Central East,Health Centre,Government/public,Rural,-13.67915,34.58878,,
Salima,SA,1420,MAFCO,Central East,Health Centre,Government/public,Rural,-13.78419,34.60338,,
Salima,SA,1408,Maganga Health Centre,Central East,Health Centre,Government/public,Rural,-13.84681,34.5591,,
Salima,SA,1409,Makioni Health Centre,Central East,Health Centre,Government/public,Rural,-13.58599,34.197,,
Salima,SA,1410,Mchoka Health Centre,Central East,Health Centre,Government/public,Rural,-13.92593,34.48984,,
Salima,SA,1425,Parachute Battalion,Central East,Health Centre,Government/public,Rural,-13.74314,34.58826,,
Salima,SA,1421,Admarc,Central East,Clinic,Government/public,Urban,-13.787,34.46235,,
Salima,SA,1426,Baptist Medical Clinic,Central East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.73887,34.59749,,
Salima,SA,1403,Chitala Health Centre,Central East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.67161,34.27174,,
Salima,SA,1418,Kaphatenga Health Centre,Central East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.76222,34.38418,,
Salima,SA,1414,Ngodzi Health Centre,Central East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.08926,34.50896,,
Salima,SA,1417,Thavite Health Centre,Central East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.498,34.26122,,
Salima,SA,1427,Asante Private Clinic,Central East,Clinic,Private for profit,Urban,-13.77065,34.44174,,
Salima,SA,1428,Bliss Private Clinic,Central East,Clinic,Private for profit,Urban,-13.78929,34.46206,,
Salima,SA,1429,Katemela Clinic,Central East,Clinic,Private for profit,Rural,-13.78493,34.45888,,
Salima,SA,1430,Madalitso Private Clinic,Central East,Clinic,Private for profit,Urban,-13.78414,34.45409,,
Salima,SA,1431,"Matabwa, Tengani L. Tadfa Priv",Central East,Clinic,Private for profit,Rural,-13.72862,34.61536,,
Salima,SA,1432,M & M Medical and Dental Clini,Central East,Clinic,Private for profit,Urban,-13.77024,34.43795,,
Salima,SA,1433,Muchila Private Clinic,Central East,Clinic,Private for profit,Urban,-13.77774,34.43803,,
Salima,SA,1424,Lifeline Health Centre,Central East,Health Centre,NGO,Rural,-14.09219,34.54437,,
Salima,SA,1423,Katawa Clinic,Central East,Clinic,NGO,Rural,-13.71314,34.31801,,
Salima,SA,1434,Ndimoyo Palliative Trust Clini,Central East,Clinic,NGO,Urban,-13.78274,34.45888,,
Salima,SA,1435,Salima AIDS Support Organisati,Central East,Clinic,NGO,Rural,-13.77165,34.44055,,
Salima,SA,1436,Salima BLM,Central East,Clinic,NGO,Urban,-13.77042,34.43792,,
Salima,SA,1421,Salima Admarc Dispensary,Central East,Dispensary,Company,Urban,-13.78623,34.46243,,
,,,,,,,,,,,
Lilongwe,LL,1519,Kamuzu Central Hospital,Central West,Central Hospital,Government/public,Urban,-13.97639,33.78512,,
Lilongwe,LL,1514,Kabudula Rural Hospital,Central West,Rural/Community Hospital,Government/public,Rural,-13.81972,33.44838,,
Lilongwe,LL,1530,Mitundu Community Hospital,Central West,Rural/Community Hospital,Government/public,Rural,-14.24776,33.77465,,
Lilongwe,LL,1545,Kamuzu Barracks Hospital,Central West,Other Hospital,Government/public,Urban,-13.98131,33.82105,,
Lilongwe,LL,1501,Area 18 Health Centre,Central West,Health Centre,Government/public,Urban,-13.94131,33.78051,,
Lilongwe,LL,1502,Area 25 Health centre,Central West,Health Centre,Government/public,Urban,-13.89272,33.77465,,
Lilongwe,LL,1563,Chadza Health Centre,Central West,Health Centre,Government/public,Rural,-14.14715,33.84167,,
Lilongwe,LL,1504,Chikowa Health Centre,Central West,Health Centre,Government/public,Rural,-13.72929,33.45821,,
Lilongwe,LL,1505,Chileka Health Centre,Central West,Health Centre,Government/public,Rural,-14.02102,33.38544,,
Lilongwe,LL,1564,Chilobwe/Majiga Health Centre,Central West,Health Centre,Government/public,Rural,-13.85467,33.37439,,
Lilongwe,LL,1506,Chimbalanga Health Centre,Central West,Health Centre,Government/public,Rural,-13.9358,34.12567,,
Lilongwe,LL,1507,Chitedze Health Centre,Central West,Health Centre,Government/public,Rural,-13.97684,33.64529,,
Lilongwe,LL,1508,Chiunjiza Health Centre,Central West,Health Centre,Government/public,Rural,-14.24322,33.4013,,
Lilongwe,LL,1509,Chiwamba Health Centre,Central West,Health Centre,Government/public,Rural,-13.8571,33.92926,,
Lilongwe,LL,1511,Diamphwe Health Centre,Central West,Health Centre,Government/public,Rural,-14.13232,34.08124,,
Lilongwe,LL,1512,Dickson Health Centre,Central West,Health Centre,Government/public,Rural,-14.26626,33.65885,,
Lilongwe,LL,1515,Kang'oma Health Centre,Central West,Health Centre,Government/public,Rural,-13.97817,33.88219,,
Lilongwe,LL,1516,Katchale Health Centre,Central West,Health Centre,Government/public,Rural,-14.2836,33.90782,,
Lilongwe,LL,1517,Kawale Health Centre,Central West,Health Centre,Government/public,Urban,-13.99175,33.79757,,
Lilongwe,LL,1518,Khongoni Health Centre,Central West,Health Centre,Government/public,Rural,-13.77451,33.36761,,
Lilongwe,LL,1521,Lumbadzi Health Centre,Central West,Health Centre,Government/public,Rural,-13.77074,33.80477,,
Lilongwe,LL,1523,Maluwa Health Centre,Central West,Health Centre,Government/public,Rural,-14.26287,33.87364,,
Lilongwe,LL,1524,Matapila Health Centre,Central West,Health Centre,Government/public,Rural,-14.01108,33.97509,,
Lilongwe,LL,1525,Mbabvi Health Centre,Central West,Health Centre,Government/public,Rural,-13.92808,33.67087,,
Lilongwe,LL,1527,Mbang'ombe 2 Health Centre,Central West,Health Centre,Government/public,Rural,-14.16945,33.37942,,
Lilongwe,LL,1526,Mbangombe Health Centre 1,Central West,Health Centre,Government/public,Rural,-13.73673,33.71382,,
Lilongwe,LL,1529,Ming'ong'o Health Centre,Central West,Health Centre,Government/public,Rural,-14.07479,33.44838,,
Lilongwe,LL,1532,Mtenthela Health Centre,Central West,Health Centre,Government/public,Rural,-14.10884,34.00567,,
Lilongwe,LL,1534,Nathenje Health Centre,Central West,Health Centre,Government/public,Rural,-14.08504,33.90823,,
Lilongwe,LL,1535,Ndaula Health Centre,Central West,Health Centre,Government/public,Rural,-14.1385,33.50757,,
Lilongwe,LL,1537,Ngoni Health Centre,Central West,Health Centre,Government/public,Rural,-13.77509,33.64018,,
Lilongwe,LL,1539,Nsalu Health centre,Central West,Health Centre,Government/public,Rural,-13.8855,33.5043,,
Lilongwe,LL,1540,Nthondo Health centre,Central West,Health Centre,Government/public,Rural,-14.03153,33.44849,,
Lilongwe,LL,1542,Ukwe Health Centre,Central West,Health Centre,Government/public,Rural,-13.82586,33.60129,,
Lilongwe,LL,1503,Bwaila Hospital,Central West,District Hospital,Government/public,Urban,-13.99164,33.77561,,
Lilongwe,LL,1566,City Assembly Health,Central West,Clinic,Government/public,Urban,-13.98931,33.77082,,
Lilongwe,LL,1570,David Livingstone Memorial Cli,Central West,Clinic,Private for profit,Urban,-13.98173,33.78813,,
Lilongwe,LL,1581,Lilongwe City Assembly Chinsap,Central West,Clinic,Government/public,Urban,-14.01331,33.73171,,
Lilongwe,LL,1582,Lilongwe City Assembly Staff C,Central West,Clinic,Government/public,Urban,-13.98972,33.77049,,
Lilongwe,LL,1543,Dzalanyama/Kapombeza,Central West,Health Centre,Government/public,Rural,-14.24936,33.44469,,
Lilongwe,LL,1538,Nkhoma Mission Hospital,Central West,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-14.04389,34.1036,,
Lilongwe,LL,1510,Chiwe Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-13.90738,33.39862,,
Lilongwe,LL,1533,Nambuma Health Centre,Central West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-13.72409,33.55789,,
Lilongwe,LL,1568,Daeyang Luke Hospital,Central West,Other Hospital,Christian Health Association of Malawi (CHAM),Urban,-13.87684,33.80867,,
Lilongwe,LL,1519,Likuni Mission Hospital,Central West,Other Hospital,Christian Health Association of Malawi (CHAM),Urban,-14.02683,33.70886,,
Lilongwe,LL,1531,Mlale Mission Hospital,Central West,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-14.23011,33.75658,,
Lilongwe,LL,1541,St. Gabriel Mission Hospital,Central West,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-13.98418,33.35128,,
Lilongwe,LL,1513,Dzenza Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Urban,-13.87598,33.74689,,
Lilongwe,LL,1583,Malembo Health Centre,Central West,Health Centre,Government/public,Rural,-13.62006,33.41507,,
Lilongwe,LL,1522,Malingunde Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.16887,33.6397,,
Lilongwe,LL,1528,Mbwatalika Health Centre,Central West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-14.00387,33.5507,,
Lilongwe,LL,1584,Area 24 Private Clinic,Central West,Clinic,Private for profit,Urban,-14.0205,33.79967,,
Lilongwe,LL,1585,"Banda, Boniface An. N., Maziko",Central West,Clinic,Private for profit,Urban,-14.00507,33.81629,,
Lilongwe,LL,1586,"Boulos, Maher Eskander. Amoun",Central West,Clinic,Private for profit,Urban,-13.98821,33.76929,,
Lilongwe,LL,1587,CCK Health Clinic,Central West,Clinic,Private for profit,Urban,-13.98302,33.75233,,
Lilongwe,LL,1588,"Chete, Tenace D B. Chagogo Pri",Central West,Clinic,Private for profit,Rural,-14.07277,33.83195,,
Lilongwe,LL,1589,"Chilewani, Billy B. K. Gift of",Central West,Clinic,Private for profit,Urban,-13.90729,33.75061,,
Lilongwe,LL,1590,Chigomezgo Private Clinic,Central West,Clinic,Private for profit,Urban,-13.8803,33.76018,,
Lilongwe,LL,1591,Chilinde Health Services,Central West,Clinic,Private for profit,Urban,-13.99587,33.81026,,
Lilongwe,LL,1592,"Chimango, Amon B. Ali Private",Central West,Clinic,Private for profit,Urban,-13.78326,33.81586,,
Lilongwe,LL,1593,Chimwala Clinic,Central West,Clinic,Private for profit,Urban,-14.05121,33.79419,,
Lilongwe,LL,1594,"Chirwa, Patrick W. Lilongwe  P",Central West,Clinic,Private for profit,Urban,-13.93877,33.7921,,
Lilongwe,LL,1595,"Chonde, Numeri G. Malakia Priv",Central West,Clinic,Private for profit,Urban,-13.99455,33.80908,,
Lilongwe,LL,1596,City Centre Clinic,Central West,Clinic,Private for profit,Urban,-13.95666,33.7839,,
Lilongwe,LL,1597,Discovery Medi Clinic,Central West,Clinic,Private for profit,Urban,-13.95818,33.79159,,
Lilongwe,LL,1598,Dopa Private Clinic,Central West,Clinic,Private for profit,Urban,-13.88647,33.75712,,
Lilongwe,LL,1599,Dr AQA Ghumra,Central West,Clinic,Private for profit,Urban,-13.98907,33.77412,,
Lilongwe,LL,4001,Dr G M Lorgat,Central West,Clinic,Private for profit,Urban,-13.99049,33.77638,,
Lilongwe,LL,4002,Family Health Private Clinic,Central West,Clinic,Private for profit,Urban,-13.98652,33.79807,,
Lilongwe,LL,4003,"Gama, Samuel, Kachi Private Cl",Central West,Clinic,Private for profit,Urban,-13.94267,33.77807,,
Lilongwe,LL,4004,Gika Private Clinic,Central West,Clinic,Private for profit,Urban,-13.8965,33.76435,,
Lilongwe,LL,4005,"Gobede, Kalimanjira J. Chizika",Central West,Clinic,Private for profit,Rural,-14.13588,33.94554,,
Lilongwe,LL,4006,"Gwaza, George R. Good Hope pri",Central West,Clinic,Private for profit,Urban,-14.00656,33.76453,,
Lilongwe,LL,4007,"Hiwa, Snowden S. S S H Clinic",Central West,Clinic,Private for profit,Urban,-13.97345,33.77328,,
Lilongwe,LL,4008,"Howa, David A C. Area 36 Priva",Central West,Clinic,Private for profit,Urban,-14.01825,33.77906,,
Lilongwe,LL,4009,"Kabota, Nathaniel S. Mt. Nkhom",Central West,Clinic,Private for profit,Urban,-13.87567,33.75477,,
Lilongwe,LL,4010,"Kachepa, Stephen J. Kama Priva",Central West,Clinic,Private for profit,Urban,-14.00913,33.81687,,
Lilongwe,LL,4011,Kachere Clinic,Central West,Clinic,Private for profit,Urban,-14.00511,33.81734,,
Lilongwe,LL,4012,"Kafodya, Charles M. Mpumulo Pr",Central West,Clinic,Private for profit,Urban,-14.0154,33.78389,,
Lilongwe,LL,4013,"Kamalizeni, Joe N. Tachira Pri",Central West,Clinic,Private for profit,Urban,-14.01916,33.72849,,
Lilongwe,LL,4014,Kamatenda Private Clinic,Central West,Clinic,Private for profit,Urban,-14.00752,33.82203,,
Lilongwe,LL,4015,"Kambiya, Paulino A M. Demera P",Central West,Clinic,Private for profit,Rural,-13.82433,33.44662,,
Lilongwe,LL,4016,"Kamiza, Mary Z. Kim's Medical",Central West,Clinic,Private for profit,Urban,-13.99003,33.77382,,
Lilongwe,LL,4017,"Kasmani, Mohamed I M. Hasani M",Central West,Clinic,Private for profit,Urban,-13.97668,33.7513,,
Lilongwe,LL,4018,Kawale Medical Services,Central West,Clinic,Private for profit,Urban,-13.99034,33.79717,,
Lilongwe,LL,4019,"Lingadzi Private Clinic, Kayam",Central West,Clinic,Private for profit,Urban,-13.97384,33.76003,,
Lilongwe,LL,4020,Khama Private Clinic,Central West,Clinic,Private for profit,Urban,-14.00916,33.81686,,
Lilongwe,LL,4021,"Kharodia, Ahmed I.",Central West,Clinic,Private for profit,Urban,-13.98924,33.77741,,
Lilongwe,LL,4022,"Malola, Lemson F. Umoyo Privat",Central West,Clinic,Private for profit,Urban,-14.00077,33.78337,,
Lilongwe,LL,4023,"Manjolo, Khamalake F, Feroz Me",Central West,Clinic,Private for profit,Urban,-13.99252,33.772,,
Lilongwe,LL,4024,Masida Private,Central West,Clinic,Private for profit,Urban,-13.99477,33.81085,,
Lilongwe,LL,4025,Masm Medi Clinic Lilongwe (Are,Central West,Clinic,Private for profit,Urban,-13.9319,33.81007,,
Lilongwe,LL,4026,Medical Aid Society of Malawi,Central West,Clinic,Private for profit,Urban,-13.96471,33.77771,,
Lilongwe,LL,4027,"Mkhaya, Anakalet A. Mphatso Pr",Central West,Clinic,Private for profit,Urban,-14.03877,33.71063,,
Lilongwe,LL,4028,Mlolera Womens Clinic,Central West,Clinic,Private for profit,Urban,-13.95102,33.76703,,
Lilongwe,LL,4029,"Muriya, Nemezio. Chifundo Priv",Central West,Clinic,Private for profit,Urban,-13.98105,33.80223,,
Lilongwe,LL,4030,"Mwale, Charles M C. Yankho Pri",Central West,Clinic,Private for profit,Rural,-14.25007,33.7767,,
Lilongwe,LL,4031,"Mwenyekonde, Elled. Seventh Ce",Central West,Clinic,Private for profit,Urban,-14.00775,33.81726,,
Lilongwe,LL,4032,Nkhalango Clinic,Central West,Clinic,Private for profit,Rural,-14.01291,33.70483,,
Lilongwe,LL,4033,"Nyangulu, Daniel S.",Central West,Clinic,Private for profit,Urban,-14.00717,33.78419,,
Lilongwe,LL,4034,"Sendezera, Michael J. Tendai P",Central West,Clinic,Private for profit,Urban,-13.77251,33.81345,,
Lilongwe,LL,4035,SOS Medical Centre,Central West,Clinic,Mission/ Faith-based (other than CHAM),Urban,-14.01976,33.79275,,
Lilongwe,LL,4036,The Clinic,Central West,Clinic,Private for profit,Urban,-13.98495,33.76415,,
Lilongwe,LL,4037,Westcliff Clinic,Central West,Clinic,Private for profit,Urban,-14.00768,33.81013,,
Lilongwe,LL,4038,Blessings Hospital,Central West,Other Hospital,Mission/ Faith-based (other than CHAM),Urban,-13.79099,33.81707,,
Lilongwe,LL,4039,Mlodza/Seventh Day,Central West,Clinic,Mission/ Faith-based (other than CHAM),Urban,-14.007222,33.8175,,
Lilongwe,LL,4040,ABC Comm. Hospital,Central West,Other Hospital,Mission/ Faith-based (other than CHAM),Urban,-13.96816,33.74129,,
Lilongwe,LL,4041,Adventist Health Centre Area 1,Central West,Health Centre,NGO,Urban,-13.95473,33.7793,,
Lilongwe,LL,4042,Area 25 BLM,Central West,Clinic,NGO,Urban,-13.89488,33.76206,,
Lilongwe,LL,1580,BLM Kawale 1 Clinic,Central West,Clinic,NGO,Urban,-13.9915,33.79514,,
Lilongwe,LL,1573,BLM Falls Estate Clinic,Central West,Clinic,NGO,Urban,-13.99646,33.77897,,
Lilongwe,LL,4043,FPAM Clinic,Central West,Clinic,NGO,Urban,-13.99076,33.79949,,
Lilongwe,LL,4044,Partners In Hope Clinic Moyo C,Central West,Clinic,NGO,Urban,-14.02341,33.78783,,
Lilongwe,LL,4045,Africa Leaf Clinic Kanengo,Central West,Clinic,Company,Urban,-13.8898,33.80487,,
Lilongwe,LL,4046,Airwing Health Post,Central West,Dispensary,Government/public,Rural,-13.96162,33.69679,,
Lilongwe,LL,4047,Alliance One Clinic,Central West,Clinic,Company,Urban,-13.89571,33.80108,,
Lilongwe,LL,4048,Area 30 Police Clinic,Central West,Clinic,Government/public,Urban,-13.9279,33.78419,,
Lilongwe,LL,4049,Auction Holdings Clinic,Central West,Clinic,Company,Urban,-13.89089,33.79952,,
Lilongwe,LL,4050,Bunda College Clinic,Central West,Clinic,Private for profit,Rural,-14.18038,33.77554,,
Lilongwe,LL,4051,Carlsberg / Sobo Clinic Lilong,Central West,Clinic,Company,Urban,-13.90107,33.79697,,
Lilongwe,LL,4052,Escom Clinic Lilongwe,Central West,Clinic,Company,Urban,-13.99195,33.77192,,
Lilongwe,LL,4053,Kanengo Tobacco Processors Cli,Central West,Clinic,Company,Urban,-13.902,33.80639,,
Lilongwe,LL,4054,Limbe Leaf Tobacco Co. Ltd. Cl,Central West,Clinic,Company,Urban,-13.89319,33.80263,,
Lilongwe,LL,4055,MoH Hq,Central West,Clinic,Government/public,Urban,-13.94628,33.78859,,
Lilongwe,LL,4056,Macro Lilongwe,Central West,Clinic,NGO,Urban,-13.99819,33.776,,
Lilongwe,LL,4057,Natural Resources College Clin,Central West,Clinic,Private for profit,Urban,-14.02247,33.67422,,
Lilongwe,LL,4058,New state house Clinic,Central West,Clinic,Government/public,Urban,-13.96051,33.85089,,
Lilongwe,LL,4059,Reserve Bank of Malawi Clinic,Central West,Clinic,Company,Urban,-13.96335,33.78926,,
Lilongwe,LL,4060,Bethsaida Hospital,Central West,Other Hospital,Private for profit,Urban,-13.93387,33.79202,,
Lilongwe,LL,4061,Lumbadzi Masm Clinic,Central West,Clinic,Private for profit,Urban,-13.75818,33.81183,,
Lilongwe,LL,4062,Good Health Private Clinic,Central West,Clinic,Private for profit,Urban,-13.94332,33.82,,
Lilongwe,LL,4063,St. Louis Private Clinic,Central West,Clinic,Private for profit,Urban,-13.93157,33.76995,,
,,,,,,,,,,,
Mchinji,MC,1609,Mchinji District Hospital,Central West,District Hospital,Government/public,Urban,-13.80273,32.88716,,
Mchinji,MC,1607,Kochilira Rural Hospital,Central West,Rural/Community Hospital,Government/public,Rural,-13.78239,33.04385,,
Mchinji,MC,1601,Chiosya Health Centre,Central West,Health Centre,Government/public,Rural,-13.79586,33.17534,,
Mchinji,MC,1602,Chipumi Health Centre,Central West,Health Centre,Government/public,Rural,-13.62519,33.08151,,
Mchinji,MC,1604,Kaigwazanga Health Centre,Central West,Health Centre,Government/public,Rural,-13.62678,32.92836,,
Mchinji,MC,1605,Kapanga Health Centre,Central West,Health Centre,Government/public,Rural,-14.05997,33.30626,,
Mchinji,MC,1610,Mikundi Health Centre,Central West,Health Centre,Government/public,Rural,-13.70751,33.13821,,
